date,company,position,location,tags,remote,experience_level,experience_years,english_level,url
2026-02-09T21:24:05.753961,Postulado,Docente/Profesor Ingeniero Sistemas,,software,False,,3,required,https://www.computrabajo.com.co/ofertas-de-trabajo/oferta-de-trabajo-de-docenteprofesor-ingeniero-sistemas-profesor-areas-tecnicos-en-sistemas-en-cali-C0F1D2339D53D38D61373E686DCF3405#lc=ListOffers-Score0-8
2026-02-09T21:24:08.605382,Postulado,Cloud Support Engineer,,"python, java, sql, cloud, aws, azure, security, support, software",True,,2,required,https://www.computrabajo.com.co/ofertas-de-trabajo/oferta-de-trabajo-de-cloud-support-engineer-en-bogota-dc-859DF4FA9228E57561373E686DCF3405#lc=ListOffers-Score0-9
2026-02-09T21:24:11.409024,Se precisa Urgente,Analista comercial metalmetanico,Postulado,,False,,,,https://www.computrabajo.com.co/ofertas-de-trabajo/oferta-de-trabajo-de-analista-comercial-metalmetanico-tecnico-en-cali-434EE4BBF052D6CE61373E686DCF3405#lc=ListOffers-Score0-10
2026-02-09T21:24:14.408431,Empleo destacado,Tubero 1A,Postulado,,False,,2,,https://www.computrabajo.com.co/ofertas-de-trabajo/oferta-de-trabajo-de-tubero-1a-pago-por-horas-en-cali-F047FB188FE48C4D61373E686DCF3405#lc=ListOffers-Score0-11
2026-02-09T21:24:17.110156,Se precisa Urgente,"Analista de datos excel avanzado, power Query",Empleo destacado,sql,True,,2,,https://www.computrabajo.com.co/ofertas-de-trabajo/oferta-de-trabajo-de-analista-de-datos-excel-avanzado-power-query-estudiante-ingenieria-sistemas-en-bogota-dc-8CBA1CCCC4BA452261373E686DCF3405#lc=ListOffers-Score0-12
2026-02-09T21:24:20.330905,Postulado,Analista Comercial,,,False,,,,https://www.computrabajo.com.co/ofertas-de-trabajo/oferta-de-trabajo-de-analista-comercial-sector-metalmecanico-en-cali-726F5DCC0172BA2361373E686DCF3405#lc=ListOffers-Score0-13
2026-02-09T21:24:23.214853,Empleo destacado,Soldador tubero 1A  y soldador Argonero,Postulado,,False,,2,,https://www.computrabajo.com.co/ofertas-de-trabajo/oferta-de-trabajo-de-soldador-tubero-1a-y-soldador-argonero-pago-por-horas-en-cali-2F4B6EBB9272022A61373E686DCF3405#lc=ListOffers-Score0-14
2026-02-09T21:24:26.060297,Postulado,Electricista industrial,,,False,,2,,https://www.computrabajo.com.co/ofertas-de-trabajo/oferta-de-trabajo-de-electricista-industrial-pago-por-horas-en-cali-573B7835CECBD35661373E686DCF3405#lc=ListOffers-Score0-15
2026-02-09T21:24:29.027309,Empleo destacado,Ingeniero Preventa de Datacenter / Hybrid Cloud,Postulado,"cloud, aws, azure",True,,3,,https://www.computrabajo.com.co/ofertas-de-trabajo/oferta-de-trabajo-de-ingeniero-preventa-de-datacenter-hybrid-cloud-en-bogota-dc-D47A2AAEBA65A39661373E686DCF3405#lc=ListOffers-Score0-16
2026-02-09T21:24:31.744403,Postulado,"Practicante Universitario de ingeniería de sistemas, industrial o Big data",,,False,,20,,https://www.computrabajo.com.co/ofertas-de-trabajo/oferta-de-trabajo-de-practicante-universitario-de-ingenieria-de-sistemas-industrial-o-big-data-bogota-en-bogota-dc-73530E5A92E82B3061373E686DCF3405#lc=ListOffers-Score0-17
2026-02-09T21:24:34.498181,Postulado,Ingeniería bilingüe nivel III de Datos Azure y Analítica,,"cloud, azure",True,,5,,https://www.computrabajo.com.co/ofertas-de-trabajo/oferta-de-trabajo-de-ingenieria-bilingue-nivel-iii-de-datos-azure-y-analitica-ingenieria-bilingue-nivel-iii-de-datos-azure-en-bogota-dc-3B412EBAB8509C1A61373E686DCF3405#lc=ListOffers-Score0-18
2026-02-09T21:24:37.191600,Postulado,ingeniero procesos,,python,False,,2,,https://www.computrabajo.com.co/ofertas-de-trabajo/oferta-de-trabajo-de-ingeniero-procesos-ingeniero-industrial-en-madrid-0413AC6602D21E4161373E686DCF3405#lc=ListOffers-Score0-19
